Chapman	Clements	Locality.specific	Locality	Count
Phaeomyias murina incomta	Phaeomyias murina	Chicoral	Chicoral	1
Phaeomyias murina incomta	Phaeomyias murina	Honda	Honda	3
Phaeomyias murina incomta	Phaeomyias murina	Fusagasuga	Fusagasuga	1
Phaeomyias murina incomta	Phaeomyias murina	Villavicencio	Villavicencio	1
Camptostoma pusillum pusillum	Camptostoma obsoletum	Atrato River	Rio Atrato	1
Camptostoma pusillum pusillum	Camptostoma obsoletum	Banco	Banco	1
Camptostoma pusillum pusillum	Camptostoma obsoletum	Carpintero	Carpintero	1
Camptostoma pusillum pusillum	Camptostoma obsoletum	Algodonal	Algodonal	1
Camptostoma pusillum pusillum	Camptostoma obsoletum	Chicoral	Chicoral	1
Camptostoma pusillum napaeuum	Camptostoma obsoletum	Villavicencio	Villavicencio	1
Camptostoma caucae	Camptostoma obsoletum	Rio Frio	Rio Frio	2
Camptostoma caucae	Camptostoma obsoletum	Miraflores	Miraflores	2
Microtriccus brunneicapillus brunneicapililus	Ornithion brunneicapillus	Alto Bonito	Alto Bonito	1
Microtriccus brunneicapillus brunneicapililus	Ornithion brunneicapillus	Buenaventura	Buenaventura	1
Microtriccus brunneicapillus brunneicapililus	Ornithion brunneicapillus	Puerto Berrio	Puerto Berrio	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Quibdo	Quibdo	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Buenaventura	Buenaventura	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Barbacoas	Barbacoas	4
Tyrannulus elatus reguloides	Tyrannulus elatus	Puerto Valdivia	Puerto Valdivia	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Cali	Cali	2
Tyrannulus elatus reguloides	Tyrannulus elatus	Rio Frio	Rio Frio	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Calamar	Calamar	1
Tyrannulus elatus reguloides	Tyrannulus elatus	Honda	Honda	1
Tyrannulus elatus reguloides	Tyrannulus elatus	La Morelia	La Morelia	1
Mecocerculus uropygialis	Phyllomyias uropygialis	Choachi	Choachi	1
Tyranniscus nigricapillus nigricapillus	Phyllomyias nigrocapillus	Andes W of Popayan	Coast Range	1
Tyranniscus nigricapillus nigricapillus	Phyllomyias nigrocapillus	Almaguer	Almaguer	1
Tyranniscus nigricapillus nigricapillus	Phyllomyias nigrocapillus	Salento	Salento	1
Tyranniscus nigricapillus nigricapillus	Phyllomyias nigrocapillus	Santa Elena	Santa Elena	1
Tyranniscus cinereiceps	Phyllomyias cinereiceps	Salento (below)	Salento	1
Tyranniscus cinereiceps	Phyllomyias cinereiceps	above Salento	Salento	1
Tyranniscus cinereiceps	Phyllomyias cinereiceps	Santa Elena	Santa Elena	1
Tyranniscus cinereiceps	Phyllomyias cinereiceps	El Eden	El Eden	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	Los Cisneros	Cisneros	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	Puerto Valdivia	Puerto Valdivia	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	Las Lomitas	Lomitas	2
Tyranniscus chrysops chrysops	Zimmerius chrysops	San Antonio	San Antonio	7
Tyranniscus chrysops chrysops	Zimmerius chrysops	Gallera	Gallera	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	Ricaurte	Ricaurte	3
Tyranniscus chrysops chrysops	Zimmerius chrysops	Rio Frio	Rio Frio	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	La Sierra	La Sierra	4
Tyranniscus chrysops chrysops	Zimmerius chrysops	Miraflores	Miraflores	2
Tyranniscus chrysops chrysops	Zimmerius chrysops	Santa Elena	Santa Elena	10
Tyranniscus chrysops chrysops	Zimmerius chrysops	San Agustin (near)	San Agustin	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	La Palma	La Palma	1
Tyranniscus chrysops chrysops	Zimmerius chrysops	Fusagasuga	Fusagasuga	3
Tyranniscus chrysops chrysops	Zimmerius chrysops	Aguadita	Aguadita	3
Tyranniscus chrysops chrysops	Zimmerius chrysops	Honda	Honda	2
Tyranniscus chrysops chrysops	Zimmerius chrysops	Buena Vista	Buena Vista	3
Tyranniscus chrysops chrysops	Zimmerius chrysops	Villavicencio	Villavicencio	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Barbacoas	Barbacoas	2
Elaenia flavogaster flavogaster	Elaenia flavogaster	Los Cisneros	Cisneros	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Caldas	Caldas	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Las Lomitas	Lomitas	2
Elaenia flavogaster flavogaster	Elaenia flavogaster	San Antonio	San Antonio	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Cali	Cali	3
Elaenia flavogaster flavogaster	Elaenia flavogaster	Rio Frio	Rio Frio	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Popayan	Popayan	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Miraflores	Miraflores	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	La Palma	La Palma	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Andalucia (3000 ft)	Andalucia	2
Elaenia flavogaster flavogaster	Elaenia flavogaster	Chicoral	Chicoral	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Honda	Honda	3
Elaenia flavogaster flavogaster	Elaenia flavogaster	Remedios	Remedios	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Calamar	Calamar	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Boca de Chimi	Bocas de Chimi	1
Elaenia flavogaster flavogaster	Elaenia flavogaster	Quetame	Quetame	5
Elaenia gigas	Elaenia gigas	La Morelia	La Morelia	1
Elaenia gigas	Elaenia gigas	Villavicencio	Villavicencio	2
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	San Antonio	San Antonio	2
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	La Florida	La Florida	1
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	Miraflores	Miraflores	1
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	San Agustin (near)	San Agustin	11
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	La Candela	La Candela	1
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	Andalucia (7000 ft)	Andalucia	1
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	Fusagasuga	Fusagasuga	1
Elaenia chiriquensis chiriquensis	Elaenia chiriquensis	Monteredondo	Monteredondo	1
Elaenia pudica brachyptera	Elaenia frantzii	Andes W of Popayan	Coast Range	1
Elaenia pudica brachyptera	Elaenia frantzii	Cerro Munchique	Cerro Munchique	6
Elaenia pudica brachyptera	Elaenia frantzii	Florida	Florida	1
Elaenia pudica brachyptera	Elaenia frantzii	Ricaurte	Ricaurte	2
Elaenia pudica brachyptera	Elaenia frantzii	La Sierra	La Sierra	2
Elaenia parvirostris	Elaenia parvirostris	Florencia	Florencia	5
Elaenia pudica pudica	Elaenia frantzii	Barro Blanco	Barro Blanco	4
Elaenia pudica pudica	Elaenia frantzii	Salento	Salento	1
Elaenia pudica pudica	Elaenia frantzii	Laguneta	Laguneta	1
Elaenia pudica pudica	Elaenia frantzii	Rio Toche	Rio Toche	2
Elaenia pudica pudica	Elaenia frantzii	Fusagasuga	Fusagasuga	3
Elaenia pudica pudica	Elaenia frantzii	Santa Elena	Santa Elena	10
Elaenia pudica pudica	Elaenia frantzii	Choachi	Choachi	4
Elaenia pudica pudica	Elaenia frantzii	Subia	Subia	2
Elaenia pudica pudica	Elaenia frantzii	La Pradera	La Pradera	1
Myiopagis viridicata accola	Myiopagis viridicata	Los Cisneros	Cisneros	3
Myiopagis viridicata accola	Myiopagis viridicata	Caldas	Caldas	2
Myiopagis viridicata accola	Myiopagis viridicata	Jiminez	Jiminez	5
Myiopagis viridicata accola	Myiopagis viridicata	Pavas	Pavas	1
Myiopagis viridicata accola	Myiopagis viridicata	Rio Frio	Rio Frio	2
Myiopagis viridicata pallens	Myiopagis viridicata	Honda	Honda	3
Legatus albicollis	Legatus leucophaius	Los Cisneros	Cisneros	1
Legatus albicollis	Legatus leucophaius	Las Lomitas	Lomitas	1
Legatus albicollis	Legatus leucophaius	San Antonio	San Antonio	6
Legatus albicollis	Legatus leucophaius	Cunday	NA	1
Sublegatus glaber	Sublegatus arenarum	La Playa	La Playa	2
Sublegatus glaber	Sublegatus arenarum	Algodonal	Algodonal	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Dabeiba	Dabeiba	3
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Quibdo	Quibdo	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Bagado	Bagado	4
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Rio Andagueda	Rio Andagueda	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Baudo	Baudo	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Juntas de Tamana	Juntas de Tamana	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Novita	Novita	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	San Jose	San Jose	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Tumaco	Tumaco	3
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Barbacoas	Barbacoas	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Puerto Valdivia	Puerto Valdivia	3
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Caldas	Caldas	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	San Antonio	San Antonio	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Cali	Cali	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Rio Frio	Rio Frio	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Miraflores	Miraflores	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	San Agustin	San Agustin	3
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Andalucia (3000 ft)	Andalucia	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Fusagasuga	Fusagasuga	1
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Honda	Honda	2
Myiozetetes cayanensis cayanensis	Myiozetetes cayanensis	Puerto Berrio	Puerto Berrio	4
Myiozetetes similis columbianus	Myiozetetes similis	Remedios	Remedios	1
Myiozetetes similis columbianus	Myiozetetes similis	Chicoral	Chicoral	2
Myiozetetes similis columbianus	Myiozetetes similis	Andalucia (3000 ft)	Andalucia	1
Myiozetetes granadensis	Myiozetetes granadensis	Alto Bonito	Alto Bonito	2
Myiozetetes granadensis	Myiozetetes granadensis	Bagado	Bagado	1
Myiozetetes granadensis	Myiozetetes granadensis	San Jose	San Jose	1
Myiozetetes granadensis	Myiozetetes granadensis	Barbacoas	Barbacoas	1
Myiozetetes granadensis	Myiozetetes granadensis	Calamar	Calamar	1
Myiozetetes granadensis	Myiozetetes granadensis	Villavicencio	Villavicencio	1
Myiozetetes similis connivens	Myiozetetes similis	La Morelia	La Morelia	1
Myiozetetes similis connivens	Myiozetetes similis	Buena Vista	Buena Vista	1
Myiozetetes similis connivens	Myiozetetes similis	Villavicencio	Villavicencio	3
Conopias cinchoneti	Conopias cinchoneti	La Frijolera	La Frijolera	1
Conopias cinchoneti	Conopias cinchoneti	Rio Lima	NA	1
Conopias cinchoneti	Conopias cinchoneti	Miraflores	Miraflores	1
Conopias cinchoneti	Conopias cinchoneti	Aguadita	Aguadita	1
Pitangus sulphuratus rufipennis	Pitangus sulphuratus	La Playa	La Playa	2
Pitangus sulphuratus rufipennis	Pitangus sulphuratus	Calamar	Calamar	4
Pitangus sulphuratus rufipennis	Pitangus sulphuratus	Honda	Honda	2
Pitangus sulphuratus rufipennis	Pitangus sulphuratus	Chicoral	Chicoral	1
Pitangus sulphuratus rufipennis	Pitangus sulphuratus	Andalucia (3000 ft)	Andalucia	1
Pitangus sulphuratus	Pitangus sulphuratus	Villavicencio	Villavicencio	2
Pitangus sulphuratus caucensis	Pitangus sulphuratus	Cali	Cali	6
Pitangus sulphuratus caucensis	Pitangus sulphuratus	Florida	Florida	1
Pitangus sulphuratus caucensis	Pitangus sulphuratus	Rio Frio	Rio Frio	1
Pitangus lictor	Pitangus lictor	Boca de Chimi	Bocas de Chimi	1
Sirystes albocinereus	Sirystes albocinereus	Barrigon	Barrigon	1
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Alto Bonito	Alto Bonito	1
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Dabeiba	Dabeiba	3
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Puerto Valdivia	Puerto Valdivia	3
Myiodynastes maculatus nobilis	Myiodynastes maculatus	La Manuelita	La Manuelita	2
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Chicoral	Chicoral	3
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Puerto Berrio	Puerto Berrio	2
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Malena	Malena	1
Myiodynastes maculatus nobilis	Myiodynastes maculatus	Calamar	Calamar	2
Myiodynastes luteiventris	Myiodynastes luteiventris	Chicoral	Chicoral	1
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	La Frijolera	La Frijolera	2
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	Las Lomitas	Lomitas	21
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	San Antonio	San Antonio	3
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	Miraflores	Miraflores	1
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	Salento	Salento	3
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	San Agustin (near)	San Agustin	3
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	La Palma	La Palma	2
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	Andalucia (3000 ft)	Andalucia	3
Myiodynastes chrysocephalus minor	Myiodynastes chrysocephalus	Buena Vista	Buena Vista	1
Megarhynchus pitangua	Megarynchus pitangua	Chicoral	Chicoral	1
Onychorhynchus coronatus castelnaudi	Onychorhynchus coronatus	Villavicencio	Villavicencio	1
Hirundinea sclateri	Hirundinea ferruginea	between Quetame and Buena Vista		2
Cnipodectes minor	Cnipodectes subbrunneus	La Morelia	La Morelia	2
Myiobius barbatus barbatus	Myiobius barbatus	Florencia	Florencia	3
Myiobius barbatus barbatus	Myiobius barbatus	La Morelia	La Morelia	1
Myiobius barbatus atricaudus	Myiobius barbatus	Dabeiba	Dabeiba	1
Myiobius barbatus atricaudus	Myiobius barbatus	Caldas	Caldas	2
Myiobius barbatus atricaudus	Myiobius barbatus	Barbacoas	Barbacoas	3
Myiobius barbatus atricaudus	Myiobius barbatus	Rio Frio	Rio Frio	1
Myiobius barbatus atricaudus	Myiobius barbatus	Malena	Malena	1
Myiobius villosus	Myiobius villosus	Cocal	Cocal	1
Myiobius villosus	Myiobius villosus	Ricaurte	Ricaurte	3
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Alto Bonito	Alto Bonito	4
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Choco	NA	3
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Baudo	Baudo	2
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Novita	Novita	2
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Juntas de Tamana	Juntas de Tamana	2
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	San Jose	San Jose	1
Myiobius sulphureipygius aureatus	Myiobius sulphureipygius	Barbacoas	Barbacoas	2
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	San Antonio	San Antonio	6
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Cerro Munchique	Cerro Munchique	7
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Andes W of Popayan (10340 ft)	Coast Range	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Cocal	Cocal	3
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Almaguer	Almaguer	2
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Miraflores	Miraflores	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Salento	Salento	5
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Santa Elena	Santa Elena	5
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Laguneta	Laguneta	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Rio Toche	Rio Toche	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	El Eden	El Eden	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	La Palma	La Palma	8
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	La Candela	La Candela	3
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Andalucia	Andalucia	1
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Aguadita	Aguadita	3
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	El Roble	Los Robles	4
Myiobius cinnamomeus pyrrhopterus	Pyrrhomyias cinnamomeus	Chipaque (8500 ft)	Chipaque	1
Myiobius flavicans	Myiophobus flavicans	San Antonio	San Antonio	2
Myiobius flavicans	Myiophobus flavicans	Cerro Munchique	Cerro Munchique	2
Myiobius flavicans	Myiophobus flavicans	La Florida	La Florida	1
Myiobius flavicans	Myiophobus flavicans	Cocal	Cocal	1
Myiobius flavicans	Myiophobus flavicans	Gallera	Gallera	1
Myiobius flavicans	Myiophobus flavicans	Salento	Salento	3
Myiobius flavicans	Myiophobus flavicans	Santa Elena	Santa Elena	5
Myiobius flavicans	Myiophobus flavicans	Tochecito	Rio Toche	1
Myiobius flavicans	Myiophobus flavicans	Rio Toche	Rio Toche	1
Myiobius flavicans	Myiophobus flavicans	El Eden	El Eden	4
Myiobius flavicans	Myiophobus flavicans	Fusagasuga	Fusagasuga	1
Myiobius flavicans	Myiophobus flavicans	El Roble	Los Robles	2
Myiobius litae	Myiophobus phoenicomitra	Novita Trail	Novita Trail	1
Myiobius pulcher pulcher	Nephelomyias pulcher	Gallera	Gallera	1
Myiobius pulcher pulcher	Nephelomyias pulcher	Cocal	Cocal	2
Myiobius pulcher bellus	Nephelomyias pulcher	Aguadita	Aguadita	2
Myiobius pulcher bellus	Nephelomyias pulcher	El Roble	Los Robles	2
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Caldas	Caldas	2
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Las Lomitas	Lomitas	2
Myiobius fasciatus fasciatus	Myiophobus fasciatus	San Antonio	San Antonio	1
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Salento	Salento	1
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Andalucia (5000 ft)	Andalucia	1
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Honda	Honda	1
Myiobius fasciatus fasciatus	Myiophobus fasciatus	Quetame	Quetame	1
Terenotriccus erythrurus fulvigularis	Terenotriccus erythrurus	Alto Bonito	Alto Bonito	2
Terenotriccus erythrurus fulvigularis	Terenotriccus erythrurus	San Jose	San Jose	2
Terenotriccus erythrurus fulvigularis	Terenotriccus erythrurus	Puerto Valdivia	Puerto Valdivia	2
Myiotriccus ornatus ornatus	Myiotriccus ornatus	La Frijolera	La Frijolera	4
Myiotriccus ornatus ornatus	Myiotriccus ornatus	Fusagasuga	Fusagasuga	4
Myiotriccus ornatus ornatus	Myiotriccus ornatus	Subia	Subia	1
Myiotriccus ornatus ornatus	Myiotriccus ornatus	Honda (W of)	Honda (W of)	1
Myiotriccus ornatus stellatus	Myiotriccus ornatus	Choco (Bagado or Andagueda)	NA	1
Myiotriccus ornatus stellatus	Myiotriccus ornatus	Novita Trail (4000 ft)	Novita Trail	1
Myiotriccus ornatus stellatus	Myiotriccus ornatus	Gallera	Gallera	2
Myiotriccus ornatus stellatus	Myiotriccus ornatus	Cocal	Cocal	2
Myiotriccus ornatus stellatus	Myiotriccus ornatus	Buenavista	Buenavista	6
Myiotriccus phoenicurus	Myiotriccus ornatus	Caqueta Trail (2500 ft)	Caqueta Trail	1
Pyrocephalus pyrocephalus rubinus	Pyrocephalus rubinus	La Morelia	La Morelia	1
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Tumaco	Tumaco	5
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Caldas	Caldas	3
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	San Antonio	San Antonio	1
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Cali	Cali	9
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	La Manuelita	La Manuelita	2
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Miraflores	Miraflores	1
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Popayan	Popayan	1
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Andalucia (3000 ft)	Andalucia	2
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Chicoral	Chicoral	2
Pyrocephalus rubinus heterurus	Pyrocephalus rubinus	Honda	Honda	1
Empidochanes cabanisi	Cnemotriccus fuscatus	Boca de Chimi	Bocas de Chimi	1
Empidochanes poecilurus	Knipolegus poecilurus	Andes W of Popayan	Coast Range	1
Empidochanes poecilurus	Knipolegus poecilurus	Santa Elena	Santa Elena	1
Empidochanes poecilurus	Knipolegus poecilurus	La Candela	La Candela	1
Empidochanes poecilurus	Knipolegus poecilurus	La Palma	La Palma	2
Empidochanes poecilurus	Knipolegus poecilurus	San Agustin (near)	San Agustin	1
Mitrephanes berlepschi eminulus	Mitrephanes phaeocercus	Monguido	Rio Monguido	1
Mitrephanes berlepschi eminulus	Mitrephanes phaeocercus	Alto Bonito	Alto Bonito	1
Sayornis nigricans cineracea	Sayornis nigricans	San Jose	San Jose	1
Sayornis nigricans cineracea	Sayornis nigricans	Los Cisneros	Cisneros	2
Sayornis nigricans cineracea	Sayornis nigricans	Caldas	Caldas	1
Sayornis nigricans cineracea	Sayornis nigricans	Salento	Salento	2
Sayornis nigricans cineracea	Sayornis nigricans	Rio Toche	Rio Toche	4
Sayornis nigricans cineracea	Sayornis nigricans	San Agustin (near)	San Agustin	1
Sayornis nigricans cineracea	Sayornis nigricans	Andalucia (3000 ft)	Andalucia	8
Sayornis nigricans cineracea	Sayornis nigricans	Quetame	Quetame	7
Empidonax virescens	Empidonax virescens	Juntas de Tamana	Juntas de Tamana	2
Empidonax virescens	Empidonax virescens	Los Cisneros	Cisneros	1
Empidonax virescens	Empidonax virescens	Las Lomitas	Lomitas	3
Empidonax virescens	Empidonax virescens	San Antonio	San Antonio	2
Empidonax virescens	Empidonax virescens	Rio Frio	Rio Frio	1
Empidonax virescens	Empidonax virescens	Puerto Valdivia	Puerto Valdivia	1
Empidonax trailli alnorum	Emidonax alnorum	Dabeiba	Dabeiba	1
Empidonax trailli alnorum	Emidonax alnorum	Turbaco	Turbaco	1
Empidonax trailli alnorum	Emidonax alnorum	Calamar	Calamar	2
